"id","part","m","int_t","target_n","beta_m","beta_s","v_sh","v_r","setup_r_a","setup_r_b","exp_t","thr"
8,3,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
8,4,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
8,5,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
8,6,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
8,7,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
8,8,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
8,9,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
8,10,30,0.5,788,1.79,0.0593,100,2000,200,40,7.37778313717943,8.85333976461532
9,1,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,2,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,3,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,4,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,5,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,6,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,7,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,8,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,9,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
9,10,10,0.2,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
10,1,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,2,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,3,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,4,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,5,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,6,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,7,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,8,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,9,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
10,10,30,0.2,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
11,1,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,2,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,3,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,4,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,5,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,6,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,7,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,8,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,9,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
11,10,10,0.5,352,2.994,0.0588,100,2000,200,40,2.76000625426614,3.31200750511936
12,1,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,2,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,3,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,4,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,5,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,6,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,7,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,8,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,9,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
12,10,30,0.5,352,2.994,0.0588,100,2000,200,40,2.65330454661061,3.18396545593273
13,1,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,2,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,3,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,4,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,5,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,6,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,7,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,8,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,9,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
13,10,10,0.2,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
14,1,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,2,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,3,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,4,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,5,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,6,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,7,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,8,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,9,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
14,10,30,0.2,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
15,1,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,2,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,3,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,4,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,5,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,6,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,7,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,8,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,9,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
15,10,10,0.5,788,2.994,0.0588,100,2000,200,40,4.9400140010276,5.92801680123312
16,1,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,2,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,3,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,4,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,5,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,6,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,7,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,8,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,9,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
16,10,30,0.5,788,2.994,0.0588,100,2000,200,40,3.96989370186538,4.76387244223845
17,1,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,2,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,3,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,4,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,5,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,6,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,7,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,8,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,9,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
17,10,10,0.2,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
18,1,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,2,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,3,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,4,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,5,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,6,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,7,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,8,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,9,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
18,10,30,0.2,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
19,1,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,2,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,3,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,4,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,5,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,6,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,7,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,8,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,9,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
19,10,10,0.5,352,1.79,0.0593,500,1667,200,40,6.86667384880899,8.24000861857078
20,1,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,2,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,3,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,4,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,5,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,6,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,7,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,8,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,9,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
20,10,30,0.5,352,1.79,0.0593,500,1667,200,40,4.8442435317845,5.8130922381414
21,1,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,2,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,3,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,4,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,5,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,6,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,7,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,8,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,9,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
21,10,10,0.2,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
22,1,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,2,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,3,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,4,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,5,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,6,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,7,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,8,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,9,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
22,10,30,0.2,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
23,1,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,2,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,3,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,4,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,5,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,6,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,7,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,8,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,9,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
23,10,10,0.5,788,1.79,0.0593,500,1667,200,40,14.1333494115383,16.960019293846
24,1,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,2,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,3,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,4,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,5,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,6,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,7,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,8,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,9,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
24,10,30,0.5,788,1.79,0.0593,500,1667,200,40,7.37778313717943,8.85333976461532
25,1,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,2,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,3,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,4,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,5,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,6,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,7,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,8,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,9,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
25,10,10,0.2,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
26,1,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,2,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,3,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,4,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,5,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,6,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,7,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,8,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,9,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
26,10,30,0.2,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
27,1,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,2,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,3,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,4,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,5,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,6,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,7,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,8,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,9,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
27,10,10,0.5,352,2.994,0.0588,500,1667,200,40,2.76000625426614,3.31200750511936
28,1,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,2,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,3,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,4,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,5,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,6,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,7,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,8,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,9,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
28,10,30,0.5,352,2.994,0.0588,500,1667,200,40,2.65330454661061,3.18396545593273
29,1,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,2,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,3,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,4,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,5,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,6,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,7,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,8,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,9,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
29,10,10,0.2,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
30,1,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,2,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,3,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,4,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,5,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,6,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,7,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,8,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,9,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
30,10,30,0.2,788,2.994,0.0588,500,1667,200,40,3.96989370186538,4.76387244223845
31,1,10,0.5,788,2.994,0.0588,500,1667,200,40,4.9400140010276,5.92801680123312
